Column 1,Project Admin,BIM/CAD Coordinator,Coordination Foreman,BIM/CAD Spooler,Project Coordinator,Shop Foreman,Shop Worker,QA/QC Worker,Shipping/Receiving,Project Admin Rationale,BIM/CAD Coordinator Rationale,Coordination Foreman Rationale,BIM/CAD Spooler Rationale,Project Coordinator Rationale,Shop Foreman Rationale,Shop Worker Rationale,QA/QC Worker Rationale,Shipping/Receiving Rationale,Description
Packages,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Ability to see and use Packages tab in Display Mode
Reports,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,ALL Reports
Tracking,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Ability to see and use tracking Filter
Dimensioning,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,ALL Packages Details Viewer Toolbar Dimensioning
Auto-Dimension,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,The Run Auto-Dimension Routine tool will display and when clicked will dimension the parts in the viewer.
Bulk Delete,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,The Bulk Edit - Delete All Item Numbers and Tags tool will display and when clicked any existing numbers or tags will be deleted.
Delete Dimension,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,The Delete Dimension icon (red x) will display within a dimension. When the mouse hovers over the dimension the user will be able to click the icon and delete the dimension.
Display,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Ability to see status board under packages
Move,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,The move tag icon (blue +) will display within a item number or tag. When the mouse hovers over the item number or tag the user will be able to click the icon and move the item number or tag.
Place Dimensions,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,The Place Dimension flyout will display.
Display Mode,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,ALL Packages Details Viewer Toolbar Display Mode
Areas,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,ALL Projects Areas
Assemblies,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Ability to see and use Assemblies Filter
Categories,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Ability to see and use Categories Filter
Containers,True,False,False,False,False,True,True,True,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Shop management feature needed by Shop Foreman,Shop execution feature needed by Shop Worker,QC feature (view/scan) needed by QA/QC Worker,Feature outside logistics scope,Ability to see and use Container Filter
